filename,true_emotion,MO,EBC,EBM,LC,W,predicted
KL.HA3.160.tiff,Happy,9,2.731759979892533,0.4463947165791979,8,29,Neutral
KL.NE1.155.tiff,Neutral,19,2.604142103317928,0.3711598280364291,51,41,Happy
KL.NE2.156.tiff,Neutral,19,2.767011129409103,0.3702221456593859,52,41,Happy
KL.NE3.157.tiff,Neutral,18,2.74674593083684,0.4032609938228625,50,33,Happy
KL.SU1.164.tiff,Surprise,55,3.4405503257254733,0.4314500950630746,42,86,Surprise
KL.SU2.165.tiff,Surprise,40,3.087016317541343,0.4001676047039679,45,56,Surprise
KL.SU3.166.tiff,Surprise,35,3.3410990831031318,0.4105767995543686,43,35,Happy
KM.AN1.17.tiff,Angry,0,2.642414051949656,0.5677806540454884,25,204,Surprise
KM.AN2.18.tiff,Angry,28,3.0003624157367863,0.5451449652925516,51,108,Surprise
KM.AN3.19.tiff,Angry,27,2.898778493103941,0.5330018745149837,58,159,Surprise
KM.DI1.20.tiff,Disgust,40,2.162003408688354,0.5376053471008799,53,61,Surprise
KM.DI3.22.tiff,Disgust,8,3.099924733865693,0.5402575391521298,34,61,Surprise
KM.HA1.4.tiff,Happy,7,3.2996046923155053,0.5419163061271521,40,150,Surprise
KM.HA2.5.tiff,Happy,7,2.8306970468843806,0.5024447214743414,29,173,Surprise
KM.HA3.6.tiff,Happy,8,2.55080416883486,0.4991594192568903,38,164,Surprise
KM.HA4.7.tiff,Happy,6,2.482014921172014,0.5317478794076703,50,167,Surprise
KM.NE1.1.tiff,Neutral,5,3.335302690889186,0.4392209877003184,47,135,Surprise
KM.NE2.2.tiff,Neutral,6,2.6612311180882613,0.4599062326886888,8,112,Neutral
KM.NE3.3.tiff,Neutral,7,3.1321025988523497,0.4815446819283671,49,127,Surprise
KM.SU1.14.tiff,Surprise,39,3.804565873692472,0.4231558259782253,29,153,Surprise
KM.SU2.15.tiff,Surprise,0,3.8325720830893246,0.4741955091466643,29,162,Surprise
KM.SU3.16.tiff,Surprise,7,4.046204781446377,0.448241863134892,14,143,Surprise
KR.AN1.83.tiff,Angry,25,2.8085625107816075,0.5297374731569291,56,150,Surprise
KR.AN2.84.tiff,Angry,26,2.7053834252149183,0.507755400189707,51,98,Surprise
KR.AN3.85.tiff,Angry,22,2.9645288517881228,0.4997532845493886,47,142,Surprise
KR.DI1.86.tiff,Disgust,14,2.5025760288717604,0.5052583090456192,53,96,Surprise
KR.DI2.87.tiff,Disgust,25,2.8176097644675484,0.506094492043547,49,79,Surprise
KR.DI3.88.tiff,Disgust,22,2.7422922464342583,0.5013770614029565,50,119,Surprise
KR.HA1.74.tiff,Happy,22,2.7039329624623742,0.4571683442716274,49,126,Surprise
KR.HA2.75.tiff,Happy,9,2.670144538001681,0.4807016060409668,52,81,Surprise
KR.NE1.71.tiff,Neutral,24,3.355712080115194,0.4545331805536458,51,60,Surprise
KR.NE2.72.tiff,Neutral,25,3.263850830736335,0.4567398955114291,50,43,Surprise
KR.NE3.73.tiff,Neutral,23,3.3327406430879147,0.4550384797824003,49,39,Happy
KR.SU1.80.tiff,Surprise,6,3.4060522670606703,0.4718332739831041,45,41,Unclassified
KR.SU2.81.tiff,Surprise,21,3.1032051321864813,0.4478191078942163,49,24,Happy
KR.SU3.82.tiff,Surprise,22,3.171314487651386,0.4646711200123433,46,31,Happy
MK.AN1.125.tiff,Angry,30,2.225279349998152,0.5492911072832396,42,82,Surprise
MK.AN2.126.tiff,Angry,10,2.695639344315815,0.529015729070393,49,31,Unclassified
MK.AN3.127.tiff,Angry,30,2.9870745656459943,0.547971680740656,47,115,Surprise
MK.DI1.128.tiff,Disgust,15,2.8949022485777265,0.5699281015579428,54,61,Surprise
MK.DI2.129.tiff,Disgust,13,3.3119193669716958,0.5376933314047213,43,83,Surprise
MK.DI3.130.tiff,Disgust,15,3.531431407346041,0.5397591254251999,54,125,Surprise
MK.HA1.116.tiff,Happy,13,2.475372696409281,0.5084214343417565,4,37,Unclassified
MK.HA2.117.tiff,Happy,24,2.1930522468984006,0.4741951544282414,56,51,Surprise
MK.HA3.118.tiff,Happy,11,2.2288368575868573,0.5128405865440645,44,38,Happy
MK.NE1.113.tiff,Neutral,14,2.544095883019934,0.4853876132033405,13,28,Unclassified
MK.NE2.114.tiff,Neutral,14,2.684359028149144,0.501006765350484,13,31,Unclassified
MK.NE3.115.tiff,Neutral,14,2.6326362314899607,0.4865533747851849,48,44,Surprise
MK.SU1.122.tiff,Surprise,24,3.415345626637406,0.4412200102487659,26,112,Surprise
MK.SU2.123.tiff,Surprise,26,3.488920660258063,0.4540994130305373,31,111,Surprise
MK.SU3.124.tiff,Surprise,36,3.9006473361976552,0.4773001957949341,51,118,Surprise
NA.AN1.211.tiff,Angry,32,2.471551457881911,0.5385009028012943,62,44,Surprise
NA.AN2.212.tiff,Angry,32,2.9035825539242794,0.5459664745675057,36,69,Surprise
NA.AN3.213.tiff,Angry,11,3.0936676284689177,0.5253787659443171,39,62,Surprise
NA.DI1.214.tiff,Disgust,33,3.334555896759236,0.5518050235205091,36,50,Surprise
NA.DI2.215.tiff,Disgust,12,3.5826887178687734,0.5715333035867124,65,55,Surprise
NA.DI3.216.tiff,Disgust,11,4.078199037637088,0.5570875725140946,62,30,Happy
NA.HA1.202.tiff,Happy,17,2.8204389249596225,0.4813781555407372,47,88,Surprise
NA.HA2.203.tiff,Happy,12,3.2171823078249893,0.479477961904512,8,60,Surprise
NA.HA3.204.tiff,Happy,7,3.148585165730024,0.5029279797914489,47,72,Surprise
NA.NE1.199.tiff,Neutral,16,3.264550432732251,0.4601121947515228,58,67,Surprise
NA.NE2.200.tiff,Neutral,17,3.224564162388837,0.4471466442981376,43,87,Surprise
NA.NE3.201.tiff,Neutral,12,3.223532938664984,0.4413508744785038,54,109,Surprise
NA.SU1.208.tiff,Surprise,15,2.810975699937637,0.4814858310092115,43,94,Surprise
NA.SU2.209.tiff,Surprise,20,3.1212298864163097,0.4887380530125089,47,87,Surprise
NA.SU3.210.tiff,Surprise,23,3.3597424991266904,0.4463713312964032,57,79,Surprise
NM.AN1.104.tiff,Angry,15,2.9839248628657087,0.4836279768149108,47,53,Surprise
NM.AN2.105.tiff,Angry,13,3.040148293262574,0.4662150742944428,10,50,Surprise
NM.AN3.106.tiff,Angry,15,3.007623617172689,0.4809076895406259,11,71,Surprise
NM.DI1.107.tiff,Disgust,12,3.1880638698318258,0.4937852239196845,40,43,Surprise
NM.DI3.109.tiff,Disgust,11,2.2606305308532244,0.4773368808457163,20,77,Surprise
NM.HA1.95.tiff,Happy,11,2.897540798811985,0.4133253995060305,8,23,Unclassified
NM.HA2.96.tiff,Happy,12,2.700711540428608,0.4145904858322747,6,29,Unclassified
NM.HA3.97.tiff,Happy,16,2.9428236609081626,0.4371723435883038,34,28,Happy
NM.NE1.92.tiff,Neutral,18,2.690193794181482,0.408211001813167,30,22,Happy
NM.NE2.93.tiff,Neutral,19,2.7733526404582305,0.4199417496305248,31,23,Happy
NM.NE3.94.tiff,Neutral,6,2.838331549087921,0.3999532600800748,42,26,Unclassified
NM.SU1.101.tiff,Surprise,7,3.298823755236912,0.4101201088133577,30,100,Surprise
NM.SU2.102.tiff,Surprise,6,3.0874377218094584,0.393592447605158,44,54,Surprise
NM.SU3.103.tiff,Surprise,7,3.0998162016722657,0.4005451144869725,48,41,Unclassified
TM.AN1.190.tiff,Angry,18,5.020335608762832,0.5511925334554519,11,66,Surprise
TM.AN2.191.tiff,Angry,20,4.908097595956765,0.567234800194996,23,31,Happy
TM.AN3.192.tiff,Angry,12,4.613673175504871,0.5413996032631047,12,30,Unclassified
TM.DI1.193.tiff,Disgust,5,3.642788121792374,0.512500641117558,41,82,Surprise
TM.DI2.194.tiff,Disgust,12,3.821378811664526,0.4810191158048301,42,94,Surprise
TM.DI3.195.tiff,Disgust,7,4.350503453187785,0.5044770030832655,24,71,Surprise
TM.HA1.180.tiff,Happy,8,3.5779306230214023,0.4509504719281356,46,34,Unclassified
TM.HA2.181.tiff,Happy,10,3.794027999291157,0.4451704185854904,48,34,Unclassified
TM.HA3.182.tiff,Happy,17,3.9178621429689455,0.4662732646196537,42,41,Happy
TM.NE1.177.tiff,Neutral,11,3.4740183372536317,0.4158850223556106,8,52,Surprise
TM.NE2.178.tiff,Neutral,23,3.347564247217572,0.4154752363710299,7,42,Unclassified
TM.NE3.179.tiff,Neutral,20,3.604937080991298,0.4197952965523246,20,62,Surprise
TM.SU1.187.tiff,Surprise,12,4.107336895228758,0.4340221926713493,46,61,Surprise
TM.SU2.188.tiff,Surprise,12,4.0391699140491175,0.4159276245458406,42,43,Surprise
TM.SU3.189.tiff,Surprise,6,4.362897487407292,0.435579399547512,40,91,Surprise
UY.AN1.146.tiff,Angry,18,2.9730426319712038,0.4488073751252077,12,267,Surprise
UY.AN2.147.tiff,Angry,19,3.1760037605492157,0.4598698465200441,12,204,Surprise
UY.AN3.148.tiff,Angry,20,3.0544012961328435,0.4749602137744295,7,267,Surprise
UY.DI1.149.tiff,Disgust,14,3.35948066681152,0.4833767938633609,1,188,Surprise
UY.DI2.150.tiff,Disgust,5,2.969393604299265,0.4975980051201423,55,215,Surprise
UY.DI3.151.tiff,Disgust,21,3.222410407840872,0.451674813596999,19,152,Surprise
UY.HA1.137.tiff,Happy,5,2.972772387521975,0.415256579635588,12,142,Neutral
UY.HA2.138.tiff,Happy,5,3.255165557006048,0.4124633679379995,14,116,Surprise
UY.HA3.139.tiff,Happy,20,2.6401363798206776,0.4153133867591427,11,117,Surprise
UY.NE1.134.tiff,Neutral,23,3.6459028032395047,0.4411737781198959,11,158,Surprise
UY.NE2.135.tiff,Neutral,18,3.146037098194697,0.38909730330639,14,100,Surprise
UY.NE3.136.tiff,Neutral,20,3.6899769268671703,0.4413695552597922,54,84,Surprise
UY.SU1.143.tiff,Surprise,6,3.540823796086954,0.3741664025673337,47,108,Surprise
UY.SU2.144.tiff,Surprise,6,3.037950105450105,0.3764445059225644,49,128,Surprise
UY.SU3.145.tiff,Surprise,6,3.1592075929240147,0.3575602277917512,14,131,Surprise
YM.AN1.61.tiff,Angry,7,3.3966154374725805,0.5531429439783647,9,101,Neutral
YM.AN2.62.tiff,Angry,22,3.013349239071782,0.4975647175335341,25,73,Surprise
YM.AN3.63.tiff,Angry,12,3.200504957488197,0.5171880156441491,8,100,Surprise
YM.DI1.64.tiff,Disgust,38,3.412875354400778,0.4816298832624854,17,40,Happy
YM.DI2.65.tiff,Disgust,15,3.574555010761908,0.5022099781394948,7,76,Surprise
YM.DI3.66.tiff,Disgust,35,3.402413618127904,0.4771098826688972,10,99,Surprise
YM.HA1.52.tiff,Happy,12,3.029344538024132,0.425037603616191,4,57,Surprise
YM.HA2.53.tiff,Happy,11,3.505923006512052,0.4514923129118476,2,53,Surprise
YM.HA3.54.tiff,Happy,11,3.0374212281397908,0.4556975761599256,3,57,Surprise
YM.NE1.49.tiff,Neutral,11,2.907328173181832,0.3599557275440378,7,34,Unclassified
YM.NE2.50.tiff,Neutral,11,2.9639221539431624,0.3789606320256896,8,43,Surprise
YM.NE3.51.tiff,Neutral,11,3.097040377922732,0.3997794519680402,7,33,Unclassified
YM.SU1.58.tiff,Surprise,29,3.8700432046585886,0.3806317822919807,42,48,Surprise
YM.SU2.59.tiff,Surprise,8,3.6686471861471857,0.3407479215242832,70,67,Surprise
YM.SU3.60.tiff,Surprise,11,4.68231825154902,0.4986181284593627,38,145,Surprise
